scrape_session_id,scrape_datetime,store_name,basket_item_id,canonical_name,product_url,product_title_raw,price_raw,unit_price_raw,price_block_raw,price_context_raw,availability_raw,status
20260519_101417,2026-05-19 11:18:49,Sam's Club,25,ham,https://www.samsclub.com/ip/Member-s-Mark-Uncured-Boneless-Quarter-Sliced-Ham-priced-per-pound/13627465985,"Member's Mark Uncured Boneless Quarter Sliced Ham, priced per pound",$15.18,$4.67/lb,$15.18 $4.67/lb,final_cost_by_weight|rollback_or_sale_price,in_stock,success
20260519_101417,2026-05-19 11:21:33,Sam's Club,29,chicken wings,https://www.samsclub.com/ip/Member-s-Mark-Organic-Chicken-Wings-priced-per-pound/13850722165,"Member's Mark Organic Chicken Wings, priced per pound",$19.69,$3.86/lb,$19.69 $3.86/lb,final_cost_by_weight|rollback_or_sale_price|discounted,in_stock,success
20260519_101417,2026-05-19 11:34:42,Sam's Club,34,"breakfast sausage links, jimmy dean",https://www.samsclub.com/ip/Jimmy-Dean-Fully-Cooked-Original-Pork-Sausage-Links-48-ct/16629469598,"Jimmy Dean Fully Cooked Original Pork Sausage Links, 48 ct.",$9.87,$0.21/ea,$9.87 $0.21/ea,rollback_or_sale_price,in_stock,success
20260519_101417,2026-05-19 11:38:33,Sam's Club,36,"pork sausage, bratwurst, links, johnsonville",https://www.samsclub.com/ip/Johnsonville-Brats-Original-Pork-Bratwurst-Links-18-ct/13610718508,"Johnsonville Brats Original Pork Bratwurst Links, 18 ct.",$5.83,$0.83/ea,Now $5.83,rollback_or_sale_price|discounted,in_stock,success
20260519_115400,2026-05-19 11:57:45,Sam's Club,6,"chicken thighs, organic",https://www.samsclub.com/ip/Member-s-Mark-Organic-Boneless-Skinless-Chicken-Thighs-priced-per-pound/13895606526,"Member's Mark Organic Boneless Skinless Chicken Thighs, priced per pound",$27.34,$5.36/lb,$27.34 $5.36/lb,final_cost_by_weight|rollback_or_sale_price|discounted,in_stock,success
20260519_115400,2026-05-19 12:17:19,Sam's Club,17,"bacon, hickory smoked",https://www.samsclub.com/ip/Member-s-Mark-Restaurant-Style-Bacon-Hickory-Smoked-10lbs/19335956735,"Member's Mark Restaurant Style Bacon, Hickory Smoked, 10lbs.",$39.87,$3.99/lb,$39.87 $3.99/lb,rollback_or_sale_price|discounted,in_stock,success
20260519_115400,2026-05-19 12:24:02,Sam's Club,30,chicken drumsticks,https://www.samsclub.com/ip/Member-s-Mark-Chicken-Drumsticks-priced-per-pound/19399262155,"Member's Mark Chicken Drumsticks, priced per pound",$4.89,$0.98/lb,$4.89 $0.98/lb,final_cost_by_weight|rollback_or_sale_price|discounted,in_stock,success
20260519_115400,2026-05-19 12:28:54,Sam's Club,32,hot dogs,https://www.samsclub.com/ip/Member-s-Mark-Beef-Franks-4-oz-12-ct/13954014397,"Member's Mark Beef Franks, 4 oz., 12 ct.",$5.83,$4.32/lb,Now $5.83,rollback_or_sale_price|discounted,in_stock,success
20260519_115400,2026-05-19 12:46:34,Sam's Club,42,"eggs, large, white, cage free, 12 count",https://www.samsclub.com/ip/Member-s-Mark-Cage-Free-Grade-A-White-Eggs-5-Dozen/18724104933,"Member's Mark Cage Free Grade A White Eggs, 5 Dozen",$9.83,$0.30/oz,Now $9.83,rollback_or_sale_price|discounted,in_stock,success
20260519_115400,2026-05-19 13:18:42,Sam's Club,80,"milk, 2%, gallon",https://www.samsclub.com/ip/Member-s-Mark-2-Reduced-Fat-Milk-1-gal/16545310855,Member’s Mark 2% Reduced Fat Milk 1 gal.,$9.83,$0.64/oz,Now $9.83,rollback_or_sale_price|discounted,in_stock,success
20260519_115400,2026-05-19 13:23:40,Sam's Club,85,"milk, 2%, organic, horizon, dha",https://www.samsclub.com/ip/Horizon-Organic-2-Reduced-Fat-Milk-with-DHA-Omega-3-3-ct/13624255116,Horizon Organic 2% Reduced Fat Milk with DHA Omega-3 3 ct.,$9.83,$3.67/lb,Now $9.83,rollback_or_sale_price|discounted,in_stock,success
20260519_115400,2026-05-19 13:31:47,Sam's Club,105,"cottage cheese, 4%, daisy pure",https://www.samsclub.com/ip/Daisy-4-Milkfat-Small-Curd-Cottage-Cheese-3-lbs/13601718387,Daisy 4% Milkfat Small Curd Cottage Cheese 3 lbs.,$9.83,$2.32/lb,Now $9.83,rollback_or_sale_price|discounted,in_stock,success
20260519_115400,2026-05-19 13:35:15,Sam's Club,107,"butter, unsalted",https://www.samsclub.com/ip/Member-s-Mark-Unsalted-Sweet-Cream-Butter-Sticks-4-oz-16-ct/13909060446,"Member's Mark Unsalted Sweet Cream Butter Sticks, 4 oz., 16 ct.",$9.83,$2.74/lb,Now $9.83,rollback_or_sale_price|discounted,in_stock,success
20260519_115400,2026-05-19 13:43:27,Sam's Club,115,"cheese, mild cheddar, shredded",https://www.samsclub.com/ip/Member-s-Mark-Mild-Cheddar-Shredded-Cheese-5-lbs/13612615277,Member's Mark Mild Cheddar Shredded Cheese 5 lbs.,$12.77,$2.55/lb,$12.77 $2.55/lb,rollback_or_sale_price,in_stock,success
20260519_115400,2026-05-19 13:52:58,Sam's Club,122,"cheese, medium cheddar, block, tillamook",https://www.samsclub.com/ip/Tillamook-Medium-Cheddar-Cheese-2-5-lbs/13571669511,Tillamook Medium Cheddar Cheese 2.5 lbs.,$9.97,$3.99/lb,$9.97 $3.99/lb,rollback_or_sale_price|discounted,in_stock,success
20260519_142027,2026-05-19 14:23:18,Sam's Club,7,"ground beef, 93/7",https://www.samsclub.com/ip/Member-s-Mark-93-7-Ground-Beef-priced-per-pound/13865573229,"Member's Mark 93/7 Ground Beef, priced per pound",$19.74,$6.17/lb,$19.74 $6.17/lb,final_cost_by_weight|rollback_or_sale_price|discounted,in_stock,success
20260519_142027,2026-05-19 14:33:01,Sam's Club,13,"beef short ribs, bone in",https://www.samsclub.com/ip/Member-s-Mark-USDA-Choice-Angus-Whole-Beef-Short-Ribs-Bone-in-Cryovac-priced-per-pound-2-per-bag/13729961472,"Member's Mark USDA Choice Angus Whole Beef Short Ribs, Bone-in, Cryovac, priced per pound, 2 per bag",$119.70,$7.98/lb,$119.70 $7.98/lb,final_cost_by_weight|rollback_or_sale_price|sale_price,in_stock,success
20260519_142027,2026-05-19 14:51:33,Sam's Club,41,"eggs, large, brown, pasture raised,12 count, vital farms",https://www.samsclub.com/ip/Member-s-Mark-Pasture-Raised-Grade-A-Large-Brown-Eggs-1-5-dozen/14196302933,"Member's Mark Pasture Raised Grade A Large Brown Eggs, 1.5 dozen",$5.87,$0.30/oz,$5.87,rollback_or_sale_price,in_stock,success
20260519_142027,2026-05-19 14:59:34,Sam's Club,45,"yogurt, greek, plain, nonfat",https://www.samsclub.com/ip/Member-s-Mark-Plain-Nonfat-Greek-Yogurt-40-oz/13883502448,"Member's Mark Plain Nonfat Greek Yogurt, 40 oz.",$9.83,$0.11/oz,Now $9.83,rollback_or_sale_price|discounted,out_of_stock,success
20260519_150930,2026-05-19 16:11:14,Sam's Club,39,"pork back ribs, bone in",https://www.samsclub.com/ip/Member-s-Mark-Whole-Bone-In-Pork-Loin-Back-Ribs-Vacuum-Pack-priced-per-pound/13827962785,"Member’s Mark Whole Bone In Pork Loin Back Ribs, Vacuum Pack, priced per pound",$22.26,$3.18/lb,$22.26 $3.18/lb,final_cost_by_weight|rollback_or_sale_price|discounted,in_stock,success
20260519_150930,2026-05-19 16:54:46,Sam's Club,125,"cheese, mozzarella, block",https://www.samsclub.com/ip/Member-s-Mark-Part-Skim-Mozzarella-Cheese-5-lbs/13844016358,Member's Mark Part-Skim Mozzarella Cheese 5 lbs.,$12.17,$2.43/lb,$12.17 $2.43/lb,final_cost_by_weight|rollback_or_sale_price,in_stock,success
20260519_150930,2026-05-19 17:21:25,Sam's Club,160,"vegan protein, chocolate, organic, orgain",https://www.samsclub.com/ip/Orgain-Organic-21g-Plant-Based-Protein-Powder-Creamy-Chocolate-Fudge-2-74-lbs/85177000852,"Orgain Organic 21g Plant-Based Protein Powder, Creamy Chocolate Fudge 2.74 lbs.",$24.98,$1.09/oz,Now $24.98,rollback_or_sale_price|discounted,in_stock,success
20260519_150930,2026-05-19 17:39:25,Sam's Club,168,"broccoli florets, frozen",https://www.samsclub.com/ip/Member-s-Mark-Steamable-Broccoli-Florets-1-lb-4-pk/13585719539,"Member's Mark Steamable Broccoli Florets 1 lb., 4 pk.",$10.97,$1.59/lb,Now $10.97,rollback_or_sale_price|discounted,in_stock,success
20260519_205922,2026-05-19 21:02:51,Sam's Club,8,"ground beef, 90/10",https://www.samsclub.com/ip/Member-s-Mark-90-10-Ground-Beef-Roll-Vacuum-Pack-priced-per-pound/21209400000,"Member's Mark 90/10 Ground Beef Roll, Vacuum Pack, priced per pound",$62.94,$5.86/lb,$62.94 $5.86/lb,final_cost_by_weight|rollback_or_sale_price|discounted|sale_price,in_stock,success
20260519_205922,2026-05-19 21:29:54,Sam's Club,52,"yogurt, low fat, strawberry, cups, yoplait original",https://www.samsclub.com/ip/Yoplait-Original-Lowfat-Yogurt-Variety-Pack-6-oz-18-ct/13747507264,"Yoplait Original Lowfat Yogurt Variety Pack, 6 oz., 18 ct.",$7.98,$0.44/ea,$7.98 $0.44/ea,rollback_or_sale_price|discounted,in_stock,success
20260519_205922,2026-05-19 21:56:58,Sam's Club,120,"cheese, mozzarella, low moisture, part skim, shredded",https://www.samsclub.com/ip/Member-s-Mark-Part-Skim-Shredded-Mozzarella-Cheese-5-lbs/13857173387,Member's Mark Part-Skim Shredded Mozzarella Cheese 5 lbs.,$12.17,$2.43/lb,$12.17 $2.43/lb,rollback_or_sale_price,in_stock,success
20260519_205922,2026-05-19 22:02:55,Sam's Club,127,cream cheese,https://www.samsclub.com/ip/Member-s-Mark-Cream-Cheese-Brick-48-oz/13865569340,"Member's Mark Cream Cheese Brick, 48 oz.",$9.83,$0.13/oz,Now $9.83,rollback_or_sale_price|discounted,in_stock,success
20260519_205922,2026-05-19 22:07:01,Sam's Club,154,"protein bar, clif builders",https://www.samsclub.com/ip/CLIF-BUILDERS-Gluten-Free-Protein-Bars-Variety-Pack-18-pk/72225216805,"CLIF BUILDERS Gluten Free Protein Bars, Variety Pack, 18 pk.",$17.48,$0.97/ea,Now $17.48,rollback_or_sale_price|discounted,in_stock,success
20260519_205922,2026-05-19 22:18:21,Sam's Club,161,spinach,https://www.samsclub.com/ip/Spinach-2-5-lbs/15563918915,"Spinach, 2.5 lbs.",$4.92,$1.97/lb,$4.92 $1.97/lb,rollback_or_sale_price|discounted,in_stock,success
20260519_205922,2026-05-19 22:35:29,Sam's Club,174,red potatoes,https://www.samsclub.com/ip/Red-Potatoes-10-lbs/13744207904,"Red Potatoes, 10 lbs.",$6.26,$0.63/lb,$6.26 $0.63/lb,rollback_or_sale_price|discounted,in_stock,success
20260519_205922,2026-05-19 22:38:56,Sam's Club,178,carrots,https://www.samsclub.com/ip/Organic-Tender-Sweet-Carrots-5-lbs/13585974324,"Organic Tender Sweet Carrots, 5 lbs.",$3.56,$0.71/lb,$3.56 $0.71/lb,rollback_or_sale_price|discounted,in_stock,success
20260519_205922,2026-05-19 22:47:12,Sam's Club,180,"pepper bell, red",https://www.samsclub.com/ip/Multi-Bell-Sweet-Peppers-6-ct/13617010302,"Multi Bell Sweet Peppers, 6 ct.",$5.97,$0.99/ea,$5.97 $0.99/ea,rollback_or_sale_price|discounted,in_stock,success
20260519_205922,2026-05-19 22:54:19,Sam's Club,183,grape tomatoes,https://www.samsclub.com/ip/Grape-Tomatoes-2-lbs/15677963466,"Grape Tomatoes, 2 lbs.",$5.57,$2.79/lb,$5.57 $2.79/lb,rollback_or_sale_price|discounted,in_stock,success
20260520_080623,2026-05-20 08:08:59,Sam's Club,23,"tuna in water, starkist",https://www.samsclub.com/ip/StarKist-Chunk-Light-Tuna-in-Water-2-6-oz-10-pk/8000051716,"StarKist Chunk Light Tuna in Water, 2.6 oz., 10 pk.",$10.28,$1.03/ea,$10.28 $1.03/ea,rollback_or_sale_price,in_stock,success
20260520_080623,2026-05-20 08:17:46,Sam's Club,43,liquid egg whites,https://www.samsclub.com/ip/members-mark-liquid-egg-whites-6pk/14973851671,"Member's Mark Liquid Egg Whites 16 oz., 6 pk.",$15.22,$2.54/ea,$15.22 $2.54/ea,rollback_or_sale_price,in_stock,success
20260520_080623,2026-05-20 08:19:32,Sam's Club,54,"yogurt, high protein, greek, strawberry, cups, oikos",https://www.samsclub.com/ip/Oikos-Triple-Zero-Nonfat-Blended-Greek-Yogurt-Variety-Pack-5-3-oz-18-ct/13877208873,"Oikos Triple Zero Nonfat Blended Greek Yogurt Variety Pack, 5.3 oz., 18 ct.",$13.86,$0.77/ea,Now $13.86,rollback_or_sale_price|discounted,in_stock,success
20260520_080623,2026-05-20 08:24:17,Sam's Club,79,"milk, whole, gallon",https://www.samsclub.com/ip/Member-s-Mark-Vitamin-D-Whole-Milk-1-gal/16518858557,"Member’s Mark Vitamin D Whole Milk, 1 gal.",$2.92,$0.64/oz,$2.92,rollback_or_sale_price,in_stock,success
20260520_080623,2026-05-20 08:27:23,Sam's Club,96,"almond milk, unsweetened, silk",https://www.samsclub.com/ip/Silk-Unsweetened-Original-Almond-64-fl-oz-3-pk/13901607733,"Silk Unsweetened Original Almond, 64 fl. oz., 3 pk.",$8.83,,$8.83,rollback_or_sale_price,in_stock,success
20260520_080623,2026-05-20 08:33:24,Sam's Club,126,"cream cheese, philadelphia",https://www.samsclub.com/ip/Philadelphia-Original-Cream-Cheese-Blocks-8-oz-4-pk/13589509183,"Philadelphia Original Cream Cheese Blocks, 8 oz., 4 pk.",$11.22,$1.99/ea,Now $11.22,rollback_or_sale_price|discounted,in_stock,success
20260520_080623,2026-05-20 08:35:08,Sam's Club,155,"vegan protein bar, trubar",https://www.samsclub.com/ip/TRUBAR-Plant-Based-Protein-Bar-Variety-Pack-14-ct/16429211294,"TRUBAR Plant Based Protein Bar Variety Pack, 14 ct.",$17.88,$1.28/ea,$17.88 $1.28/ea,rollback_or_sale_price|discounted,in_stock,success
20260520_080623,2026-05-20 08:41:43,Sam's Club,163,"baby spinach, organic",https://www.samsclub.com/ip/Organic-Baby-Spinach-16-oz/13803520057,"Organic Baby Spinach, 16 oz.",$4.46,$0.28/oz,$4.46 $0.28/oz,rollback_or_sale_price|discounted,in_stock,success
20260520_092737,2026-05-20 09:28:30,Sam's Club,40,"eggs, large, white, 12 count",https://www.samsclub.com/ip/Member-s-Mark-Cage-Free-Grade-AA-Large-White-Eggs-2-dozen/13627565539,"Member’s Mark Cage Free Grade AA Large White Eggs, 2 dozen",$4.64,$0.62/ea,$4.64,rollback_or_sale_price,in_stock,success
20260520_092737,2026-05-20 09:42:18,Sam's Club,167,broccoli florets,https://www.samsclub.com/ip/Broccoli-Florets-2-lbs/15392852361,Broccoli Florets 2 lbs.,$3.22,$1.61/lb,$3.22 $1.61/lb,rollback_or_sale_price|discounted,in_stock,success
20260520_092737,2026-05-20 09:43:46,Sam's Club,172,sweet potatoes,https://www.samsclub.com/ip/Sweet-Potatoes-5-lbs/16864967254,"Sweet Potatoes, 5 lbs.",$4.87,$0.97/lb,$4.87 $0.97/lb,rollback_or_sale_price,in_stock,success
20260520_092737,2026-05-20 09:47:17,Sam's Club,179,baby carrots,https://www.samsclub.com/ip/Organic-Sweet-Petite-Baby-Carrots-3-lbs/15649913631,"Organic Sweet Petite Baby Carrots, 3 lbs.",$4.75,$1.58/lb,$4.75 $1.58/lb,rollback_or_sale_price,in_stock,success
20260520_092737,2026-05-20 10:15:33,Sam's Club,193,"blueberries, organic",https://www.samsclub.com/ip/Organic-Blueberries-18-oz/15007874527,"Organic Blueberries, 18 oz.",$9.17,$0.51/oz,$9.17 $0.51/oz,rollback_or_sale_price|discounted,out_of_stock,success
20260520_092737,2026-05-20 10:17:33,Sam's Club,195,"blueberries, frozen, organic",https://www.samsclub.com/ip/Members-Mark-Organic-Cultivated-Blueberries-Frozen-3-lbs/15645359347,"Members Mark Organic Cultivated Blueberries, Frozen, 3 lbs.",$14.87,$2.97/lb,Now $14.87,rollback_or_sale_price|discounted,in_stock,success
20260520_092737,2026-05-20 10:20:00,Sam's Club,196,strawberries,https://www.samsclub.com/ip/Strawberries-2-lbs/13612870276,"Strawberries, 2 lbs.",$6.77,$3.38/lb,$6.77 $3.38/lb,rollback_or_sale_price|discounted,in_stock,success
20260520_092737,2026-05-20 10:28:47,Sam's Club,199,raspberries,https://www.samsclub.com/ip/Raspberries-12-oz/13608506007,Raspberries 12 oz.,$3.97,$0.33/oz,$3.97 $0.33/oz,rollback_or_sale_price|discounted,in_stock,success
20260520_092737,2026-05-20 10:30:59,Sam's Club,200,"raspberries, organic",https://www.samsclub.com/ip/Organic-Raspberries-12-oz/15389862546,"Organic Raspberries, 12 oz.",$5.96,$0.50/oz,$5.96 $0.50/oz,rollback_or_sale_price|discounted,out_of_stock,success
20260520_092737,2026-05-20 10:33:36,Sam's Club,202,blackberries,https://www.samsclub.com/ip/Blackberries-18-oz/13627415928,Blackberries 18 oz.,$4.53,$0.25/oz,$4.53 $0.25/oz,rollback_or_sale_price,in_stock,success
20260520_092737,2026-05-20 10:46:48,Sam's Club,212,"watermelon, seedless",https://www.samsclub.com/ip/Whole-Seedless-Watermelon/13589400933,Whole Seedless Watermelon,$6.97,$6.97/ea,$6.97 $6.97/ea,rollback_or_sale_price|discounted,in_stock,success
20260520_092737,2026-05-20 10:57:34,Sam's Club,222,asparagus,https://www.samsclub.com/ip/Asparagus-2-lbs/13885761821,"Asparagus, 2 lbs.",$8.26,$4.13/lb,$8.26 $4.13/lb,rollback_or_sale_price|discounted,in_stock,success
20260520_092737,2026-05-20 11:01:44,Sam's Club,239,"rice, long grain, white",https://www.samsclub.com/ip/Member-s-Mark-Thai-Jasmine-Rice-25-lb/15385403896,"Member's Mark Thai Jasmine Rice, 25 lb.",$22.98,$0.06/oz,$22.98 $0.06/oz,rollback_or_sale_price|discounted,in_stock,success
20260520_115236,2026-05-20 11:54:13,Sam's Club,63,"nonfat greek yogurt, vanilla, cups, chobani",https://www.samsclub.com/ip/Chobani-Nonfat-Greek-Yogurt-Fruit-On-The-Bottom-Variety-Pack-5-3-oz-16-ct/13871500814,"Chobani Nonfat Greek Yogurt Fruit On The Bottom Variety Pack, 5.3 oz., 16 ct.",$13.87,$0.87/ea,$13.87 $0.87/ea,rollback_or_sale_price,in_stock,success
20260520_121614,2026-05-20 12:16:14,Sam's Club,108,"butter, unsalted, kerrygold",https://www.samsclub.com/ip/Kerrygold-Unsalted-Pure-Irish-Butter-Blocks-8-oz-3-pk/13870771643,"Kerrygold Unsalted Pure Irish Butter Blocks, 8 oz., 3 pk.",$11.22,$0.47/oz,Now $11.22,discounted,in_stock,success
20260520_121614,2026-05-20 12:17:49,Sam's Club,157,"protein powder, chocolate, optimum nutrition",https://www.samsclub.com/ip/Optimum-Nutrition-Gold-Standard-100-Whey-Protein-Powder-Extreme-Milk-Chocolate-5-64-lbs/16110050561,"Optimum Nutrition, Gold Standard 100% Whey Protein Powder, Extreme Milk Chocolate, 5.64 lbs.",$24.98,$1.09/ea,$24.98 $1.09/ea,standard_price,in_stock,success
20260520_121614,2026-05-20 12:20:36,Sam's Club,181,"pepper bell, green",https://www.samsclub.com/ip/Green-Bell-Peppers-6-ct/13888070896,"Green Bell Peppers, 6 ct.",$4.97,$0.83/ea,$4.97 $0.83/ea,standard_price,in_stock,success
20260520_125440,2026-05-20 12:54:40,Sam's Club,184,romaine lettuce,https://www.samsclub.com/ip/Romaine-Hearts-6-ct/13554766983,"Romaine Hearts, 6 ct.",$4.33,$0.72/ea,$4.33 $0.72/ea,standard_price,in_stock,success
20260520_125440,2026-05-20 12:59:16,Sam's Club,185,"cucumbers, mini",https://www.samsclub.com/ip/Mini-Cucumbers-2-lbs/13621857059,"Mini Cucumbers, 2 lbs.",$3.97,$1.99/lb,$3.97 $1.99/lb,standard_price,in_stock,success
20260520_125440,2026-05-20 13:02:38,Sam's Club,187,bananas,https://www.samsclub.com/ip/Bananas-3-lbs/18638953319,"Bananas, 3 lbs.",$1.47,$0.49/lb,$1.47 $0.49/lb,standard_price,in_stock,success
20260520_125440,2026-05-20 13:03:42,Sam's Club,188,"bananas, organic",https://www.samsclub.com/ip/Organic-Bananas-3-lbs/13791069811,"Organic Bananas, 3 lbs.",$2.16,$0.72/lb,$2.16 $0.72/lb,standard_price,in_stock,success
20260520_125440,2026-05-20 13:07:58,Sam's Club,190,"apple, honeycrisp",https://www.samsclub.com/ip/Honeycrisp-Apples-4-lbs/13806958169,"Honeycrisp Apples, 4 lbs.",$9.83,$2.46/lb,$9.83 $2.46/lb,standard_price,in_stock,success
20260520_125440,2026-05-20 13:11:34,Sam's Club,192,blueberries,https://www.samsclub.com/ip/Blueberries-18-oz/13790673257,"Blueberries, 18 oz.",$6.52,$0.36/oz,$6.52 $0.36/oz,standard_price,in_stock,success
20260520_125440,2026-05-20 13:14:07,Sam's Club,197,"strawberries, organic",https://www.samsclub.com/ip/Organic-Strawberries-2-lbs/13620310713,"Organic Strawberries, 2 lbs.",$5.63,$2.81/lb,$5.63 $2.81/lb,standard_price,in_stock,success
20260520_125440,2026-05-20 13:16:11,Sam's Club,373,"strawberries, frozen, organic",https://www.samsclub.com/ip/Members-Mark-Organic-Sliced-Strawberries-Frozen-3-lbs/15677207201,"Members Mark Organic Sliced Strawberries, Frozen, 3 lbs.",$8.46,$0.18/oz,$8.46 $0.18/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 13:17:02,Sam's Club,203,"blackberries, organic",https://www.samsclub.com/ip/Organic-Blackberries-12-oz/13585824883,"Organic Blackberries, 12 oz.",$7.72,$0.64/oz,$7.72 $0.64/oz,standard_price,out_of_stock,success
20260520_131701,2026-05-20 13:20:19,Sam's Club,204,cherries,https://www.samsclub.com/ip/Sweet-Red-Cherries-2-lbs/13879311045,"Sweet Red Cherries, 2 lbs.",$9.96,$4.98/lb,$9.96 $4.98/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 13:22:58,Sam's Club,374,"mango, frozen, organic",https://www.samsclub.com/ip/Member-s-Mark-Organic-Mango-Chunks-Frozen-4-lbs/19335956734,"Member's Mark Organic Mango Chunks, Frozen, 4 lbs.",$8.36,$2.09/lb,$8.36 $2.09/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 13:28:06,Sam's Club,208,"avocado, hass",https://www.samsclub.com/ip/Avocados-5-ct/13586650560,"Avocados, 5 ct.",$3.97,$0.79/ea,$3.97 $0.79/ea,standard_price,in_stock,success
20260520_131701,2026-05-20 13:31:52,Sam's Club,209,"mushrooms, white",https://www.samsclub.com/ip/Whole-White-Mushrooms-24-oz/13894703507,Whole White Mushrooms 24 oz.,$3.72,$0.15/oz,$3.72 $0.15/oz,standard_price,in_stock,success
20260520_131701,2026-05-20 13:35:21,Sam's Club,214,pineapple,https://www.samsclub.com/ip/Pineapple/13613070091,Pineapple,$2.97,$0.62/ea,$2.97,standard_price,in_stock,success
20260520_131701,2026-05-20 13:39:27,Sam's Club,215,"pineapple, precut",https://www.samsclub.com/ip/Del-Monte-Fresh-Cut-Pineapple-Spears-2-5-lbs/15209750041,Del Monte Fresh Cut Pineapple Spears 2.5 lbs.,$7.97,$3.19/lb,$7.97 $3.19/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 13:44:17,Sam's Club,217,green beans,https://www.samsclub.com/ip/4Earth-Farms-Organic-Green-Beans-2-lbs/13870274404,"4Earth Farms Organic Green Beans, 2 lbs.",$5.37,$2.69/lb,$5.37 $2.69/lb,standard_price,in_stock,success
20260520_131701,2026-05-20 13:49:20,Sam's Club,218,"green beans, cut, canned",https://www.samsclub.com/ip/Del-Monte-Cut-Green-Beans-14-5-oz-8-pk/13621807018,"Del Monte Cut Green Beans, 14.5 oz., 8 pk.",$8.42,$1.05/ea,$8.42 $1.05/ea,standard_price,in_stock,success
